CONTRACT_ID,ACCOUNT_NUMBER,MPXN,FUEL_TYPE,TARIFF_NAME,CONTRACT_TYPE,CONTRACT_START_DATE,CONTRACT_END_DATE,RENEWAL_NUMBER,DAYS_TO_EXPIRY_AT_ASOF,EXIT_FEE_APPLICABLE,ACQUISITION_CHANNEL,STATUS
6000024647-G-2,6000024647,2896209115,Gas,FixSecure 24,Fixed 12M,2026-05-23,2027-05-18,2,286,False,Renewal Auto,Active
6000018192-G-1,6000018192,5718540642,Gas,PriceCapTracker,Fixed 24M,2025-07-18,2027-07-08,1,337,True,Price Comparison Site,Active
6000001540-G-1,6000001540,7532778749,Gas,FixSecure 12,Fixed 12M,2026-06-18,2027-06-13,1,312,True,Broker,Ended
6000019781-G-2,6000019781,3765774033,Gas,DualSaver 18,Fixed 24M,2025-10-22,2027-10-12,2,433,False,Web,Active
6000022936-G-1,6000022936,6219214274,Gas,StandardVariable,Fixed 24M,2025-01-16,2027-01-06,1,154,True,Web,Ended
6000005881-G-4,6000005881,514995215,Gas,EcoVariable,Fixed 12M,2026-05-17,2027-05-12,4,280,True,In-Store,Active
6000016463-G-4,6000016463,8017215859,Gas,DualSaver 18,Fixed 12M,2026-06-11,2027-06-06,4,305,False,Web,Active
6000006328-G-1,6000006328,8036940494,Gas,FixSecure 24,Fixed 24M,2025-09-22,2027-09-12,1,403,False,Web,Active
6000001141-G-3,6000001141,1330272265,Gas,StandardVariable,Fixed 12M,2026-06-13,2027-06-08,3,307,True,Price Comparison Site,Active
6000022404-G-2,6000022404,9552033249,Gas,StandardVariable,Fixed 24M,2025-11-24,2027-11-14,2,466,False,Web,Ended
6000009350-G-2,6000009350,5389149741,Gas,PriceCapTracker,Fixed 24M,2024-08-18,2026-08-08,2,3,False,Renewal Auto,Active
6000023990-G-2,6000023990,6640253233,Gas,EcoVariable,Fixed 24M,2026-06-26,2028-06-15,2,680,True,Price Comparison Site,Ended
6000003867-G-1,6000003867,1761479635,Gas,FixSecure 12,Fixed 24M,2025-03-26,2027-03-16,1,223,False,Price Comparison Site,Active
6000000582-G-1,6000000582,7402510886,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000008809-G-2,6000008809,177389593,Gas,PriceCapTracker,Fixed 12M,2026-04-11,2027-04-06,2,244,True,Web,Active
6000022227-G-4,6000022227,4555870352,Gas,FixSecure 12,Fixed 12M,2025-10-09,2026-10-04,4,60,True,In-Store,Active
6000019534-G-2,6000019534,1879698203,Gas,GreenFix 12,Fixed 24M,2025-06-17,2027-06-07,2,306,True,Web,Active
6000016274-G-3,6000016274,5509483624,Gas,EcoVariable,Fixed 12M,2026-04-14,2027-04-09,3,247,True,Web,Active
6000003072-G-1,6000003072,4729503985,Gas,PriceCapTracker,Fixed 24M,2026-07-03,2028-06-22,1,687,False,Web,Active
6000001523-G-2,6000001523,380550191,Gas,DualSaver 18,Fixed 24M,2026-06-17,2028-06-06,2,671,False,Web,Active
6000017812-G-1,6000017812,487049238,Gas,GreenFix 12,Fixed 24M,2024-10-31,2026-10-21,1,77,True,Renewal Auto,Active
6000002809-G-2,6000002809,9505900845,Gas,DualSaver 18,Fixed 12M,2025-12-17,2026-12-12,2,129,False,Telesales,Ended
6000012645-G-1,6000012645,9114129732,Gas,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Ended
6000016571-G-3,6000016571,615242029,Gas,StandardVariable,Fixed 12M,2026-06-07,2027-06-02,3,301,False,Price Comparison Site,Active
6000012986-G-4,6000012986,9220729370,Gas,PriceCapTracker,Fixed 12M,2026-01-30,2027-01-25,4,173,False,In-Store,Ended
6000010267-G-3,6000010267,4968054385,Gas,FixSecure 12,Fixed 12M,2025-10-29,2026-10-24,3,80,True,In-Store,Ended
6000008838-G-1,6000008838,2814921603,Gas,StandardVariable,Fixed 12M,2025-12-20,2026-12-15,1,132,False,Telesales,Active
6000009381-G-2,6000009381,7609930482,Gas,EcoVariable,Fixed 24M,2025-05-13,2027-05-03,2,271,False,Web,Ended
6000000546-G-1,6000000546,3136878536,Gas,GreenFix 12,Fixed 12M,2026-03-28,2027-03-23,1,230,True,Telesales,Active
6000017020-G-1,6000017020,7400599675,Gas,FixSecure 24,Fixed 12M,2026-01-20,2027-01-15,1,163,True,Renewal Auto,Active
6000019002-G-1,6000019002,3656734651,Gas,DualSaver 18,Fixed 12M,2026-02-15,2027-02-10,1,189,True,Web,Ended
6000015539-G-1,6000015539,7645662764,Gas,FixSecure 24,Fixed 24M,2025-11-09,2027-10-30,1,451,True,Price Comparison Site,Ended
6000017513-G-2,6000017513,5629281486,Gas,StandardVariable,Fixed 24M,2026-04-29,2028-04-18,2,622,True,Price Comparison Site,Ended
6000003452-G-1,6000003452,6196717879,Gas,EcoVariable,Fixed 12M,2025-08-17,2026-08-12,1,7,False,Broker,Active
6000003643-G-2,6000003643,5015884197,Gas,PriceCapTracker,Fixed 24M,2025-09-27,2027-09-17,2,408,True,In-Store,Ended
6000019057-G-1,6000019057,4508748669,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000018968-G-3,6000018968,7618581872,Gas,EcoVariable,Fixed 12M,2025-11-23,2026-11-18,3,105,True,Renewal Auto,Active
6000020980-G-4,6000020980,2688707124,Gas,FixSecure 24,Fixed 12M,2026-03-22,2027-03-17,4,224,True,Price Comparison Site,Active
6000014541-G-3,6000014541,1689021485,Gas,FixSecure 12,Fixed 12M,2025-11-28,2026-11-23,3,110,False,Web,Active
6000014946-G-4,6000014946,3389181120,Gas,EcoVariable,Fixed 12M,2026-05-28,2027-05-23,4,291,True,Price Comparison Site,Ended
6000024338-G-1,6000024338,8293697627,Gas,FixSecure 12,Fixed 24M,2024-11-29,2026-11-19,1,106,True,Web,Ended
6000003279-G-1,6000003279,4516387937,Gas,DualSaver 18,Fixed 24M,2026-05-27,2028-05-16,1,650,True,Price Comparison Site,Active
6000002514-G-2,6000002514,6953419137,Gas,FixSecure 12,Fixed 24M,2026-03-31,2028-03-20,2,593,True,Price Comparison Site,Active
6000017927-G-2,6000017927,9789508424,Gas,DualSaver 18,Fixed 24M,2026-04-29,2028-04-18,2,622,True,Web,Ended
6000000870-G-2,6000000870,1998014187,Gas,EcoVariable,Fixed 12M,2026-05-17,2027-05-12,2,280,False,Broker,Active
6000017704-G-2,6000017704,7612055914,Gas,GreenFix 12,Fixed 24M,2025-04-03,2027-03-24,2,231,True,Price Comparison Site,Ended
6000001386-G-1,6000001386,7128328389,Gas,DualSaver 18,Fixed 24M,2025-06-21,2027-06-11,1,310,False,Web,Active
6000009494-G-1,6000009494,1788311495,Gas,FixSecure 12,Fixed 24M,2025-03-11,2027-03-01,1,208,True,Web,Active
6000017754-G-1,6000017754,9708469120,Gas,FixSecure 24,Fixed 24M,2026-08-05,2028-07-25,1,720,False,Telesales,Active
6000014582-G-1,6000014582,5527696063,Gas,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000017331-G-2,6000017331,7660938853,Gas,PriceCapTracker,Fixed 12M,2026-01-11,2027-01-06,2,154,True,Web,Ended
6000016829-G-1,6000016829,135646300,Gas,EcoVariable,Fixed 24M,2026-01-25,2028-01-15,1,528,True,Web,Ended
6000009025-G-1,6000009025,2469083544,Gas,DualSaver 18,Fixed 12M,2026-05-19,2027-05-14,1,282,False,Broker,Active
6000014239-G-3,6000014239,6512937391,Gas,GreenFix 12,Fixed 12M,2026-03-15,2027-03-10,3,217,True,Price Comparison Site,Active
6000014056-G-2,6000014056,8333055,Gas,PriceCapTracker,Fixed 24M,2026-06-20,2028-06-09,2,674,True,In-Store,Active
6000003159-G-5,6000003159,5321319475,Gas,DualSaver 18,Fixed 12M,2026-07-06,2027-07-01,5,330,True,Broker,Ended
6000016157-G-1,6000016157,9672206628,Gas,GreenFix 12,Fixed 24M,2026-07-12,2028-07-01,1,696,True,Price Comparison Site,Active
6000019145-G-4,6000019145,2015525042,Gas,GreenFix 12,Fixed 12M,2026-03-11,2027-03-06,4,213,False,Price Comparison Site,Ended
6000016870-G-3,6000016870,7447077656,Gas,StandardVariable,Fixed 12M,2026-03-12,2027-03-07,3,214,True,Telesales,Active
6000019269-G-2,6000019269,7251347801,Gas,GreenFix 12,Fixed 12M,2026-02-14,2027-02-09,2,188,True,In-Store,Active
6000018944-G-2,6000018944,8346649827,Gas,StandardVariable,Fixed 24M,2026-02-11,2028-02-01,2,545,True,Renewal Auto,Ended
6000014834-G-1,6000014834,5282630511,Gas,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000012554-G-3,6000012554,6453962343,Gas,DualSaver 18,Fixed 12M,2026-01-18,2027-01-13,3,161,True,In-Store,Ended
6000009934-G-2,6000009934,4523235949,Gas,GreenFix 12,Fixed 24M,2025-03-27,2027-03-17,2,224,False,Web,Ended
6000006879-G-4,6000006879,9416952637,Gas,PriceCapTracker,Fixed 12M,2025-12-16,2026-12-11,4,128,True,Web,Ended
6000007069-G-1,6000007069,3366061221,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000022447-G-1,6000022447,4471276904,Gas,DualSaver 18,Fixed 12M,2026-05-02,2027-04-27,1,265,False,Telesales,Ended
6000017587-G-2,6000017587,9927110632,Gas,GreenFix 12,Fixed 12M,2026-01-03,2026-12-29,2,146,False,Web,Ended
6000004846-G-3,6000004846,3729863238,Gas,FixSecure 24,Fixed 12M,2026-05-31,2027-05-26,3,294,False,Price Comparison Site,Active
6000015002-G-2,6000015002,2621235509,Gas,GreenFix 12,Fixed 24M,2025-08-17,2027-08-07,2,367,True,Renewal Auto,Active
6000002453-G-3,6000002453,855648042,Gas,EcoVariable,Fixed 12M,2025-10-18,2026-10-13,3,69,True,Telesales,Ended
6000003765-G-1,6000003765,5348382404,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000016118-G-1,6000016118,3479196687,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,In-Store,Active
6000018298-G-5,6000018298,1643487058,Gas,GreenFix 12,Fixed 12M,2026-07-06,2027-07-01,5,330,True,Broker,Ended
6000022037-G-2,6000022037,8016323517,Gas,PriceCapTracker,Fixed 12M,2025-10-18,2026-10-13,2,69,True,Renewal Auto,Active
6000000577-G-1,6000000577,7715270103,Gas,DualSaver 18,Fixed 12M,2026-06-18,2027-06-13,1,312,True,Web,Active
6000012855-G-1,6000012855,320336875,Gas,GreenFix 12,Fixed 12M,2025-11-22,2026-11-17,1,104,True,Web,Active
6000003226-G-2,6000003226,2573584975,Gas,FixSecure 24,Fixed 24M,2025-01-27,2027-01-17,2,165,False,Price Comparison Site,Ended
6000006136-G-1,6000006136,3885796137,Gas,PriceCapTracker,Fixed 24M,2025-02-18,2027-02-08,1,187,True,Renewal Auto,Active
6000023554-G-3,6000023554,2541875015,Gas,FixSecure 12,Fixed 12M,2025-12-29,2026-12-24,3,141,False,Price Comparison Site,Active
6000003915-G-2,6000003915,7410136865,Gas,GreenFix 12,Fixed 24M,2025-05-26,2027-05-16,2,284,True,Web,Active
6000014324-G-4,6000014324,4643649523,Gas,DualSaver 18,Fixed 12M,2026-01-12,2027-01-07,4,155,False,Web,Active
6000005637-G-2,6000005637,7526828708,Gas,GreenFix 12,Fixed 12M,2025-12-10,2026-12-05,2,122,False,Price Comparison Site,Active
6000009705-G-4,6000009705,7746986073,Gas,StandardVariable,Fixed 12M,2025-09-21,2026-09-16,4,42,True,Renewal Auto,Active
6000007475-G-1,6000007475,2582563401,Gas,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000021206-G-1,6000021206,106818763,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000013125-G-1,6000013125,173042395,Gas,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000017953-G-1,6000017953,4341062886,Gas,PriceCapTracker,Fixed 12M,2025-11-26,2026-11-21,1,108,False,Price Comparison Site,Active
6000022832-G-3,6000022832,566213324,Gas,GreenFix 12,Fixed 12M,2026-05-15,2027-05-10,3,278,False,Telesales,Ended
6000005659-G-1,6000005659,4336666839,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,In-Store,Ended
6000010815-G-2,6000010815,5482922427,Gas,DualSaver 18,Fixed 12M,2026-02-06,2027-02-01,2,180,True,Price Comparison Site,Ended
6000022353-G-2,6000022353,1670619370,Gas,DualSaver 18,Fixed 24M,2026-04-21,2028-04-10,2,614,True,Renewal Auto,Ended
6000001169-G-1,6000001169,1539631262,Gas,FixSecure 24,Fixed 12M,2026-07-15,2027-07-10,1,339,False,Web,Active
6000021716-G-2,6000021716,7854988163,Gas,PriceCapTracker,Fixed 24M,2026-06-30,2028-06-19,2,684,True,Broker,Ended
6000001590-G-1,6000001590,5767987941,Gas,DualSaver 18,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000002949-G-3,6000002949,3386270065,Gas,FixSecure 12,Fixed 12M,2026-02-16,2027-02-11,3,190,True,Renewal Auto,Ended
6000013318-G-1,6000013318,927092102,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Ended
6000022601-G-4,6000022601,6238997622,Gas,DualSaver 18,Fixed 12M,2026-04-22,2027-04-17,4,255,False,Renewal Auto,Active
6000024629-G-4,6000024629,9034505577,Gas,DualSaver 18,Fixed 12M,2025-12-03,2026-11-28,4,115,True,Telesales,Active
6000003419-G-1,6000003419,5418325935,Gas,DualSaver 18,Fixed 12M,2026-04-05,2027-03-31,1,238,False,Renewal Auto,Ended
6000006628-G-1,6000006628,5210763936,Gas,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Ended
6000022586-G-2,6000022586,7198328523,Gas,PriceCapTracker,Fixed 24M,2024-09-10,2026-08-31,2,26,True,Renewal Auto,Active
6000023824-G-1,6000023824,5654299015,Gas,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Telesales,Active
6000018317-G-3,6000018317,6839180018,Gas,StandardVariable,Fixed 12M,2025-08-30,2026-08-25,3,20,False,Web,Active
6000019789-G-1,6000019789,6941034616,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000014493-G-2,6000014493,3144147003,Gas,StandardVariable,Fixed 24M,2026-03-25,2028-03-14,2,587,True,Web,Active
6000000925-G-3,6000000925,4270451589,Gas,GreenFix 12,Fixed 12M,2026-01-05,2026-12-31,3,148,True,Telesales,Active
6000021065-G-4,6000021065,7094064339,Gas,EcoVariable,Fixed 12M,2026-03-18,2027-03-13,4,220,True,Renewal Auto,Active
6000004685-G-3,6000004685,7519929044,Gas,StandardVariable,Fixed 12M,2026-02-06,2027-02-01,3,180,True,Web,Active
6000018267-G-2,6000018267,5880161764,Gas,FixSecure 12,Fixed 12M,2025-09-27,2026-09-22,2,48,True,Broker,Active
6000000830-G-3,6000000830,8626638951,Gas,FixSecure 12,Fixed 24M,2026-07-13,2028-07-02,3,697,True,Broker,Active
6000021466-G-3,6000021466,3941896013,Gas,FixSecure 24,Fixed 12M,2026-01-07,2027-01-02,3,150,True,Price Comparison Site,Active
6000015714-G-1,6000015714,1856146333,Gas,FixSecure 24,Fixed 12M,2026-04-14,2027-04-09,1,247,False,Web,Ended
6000001352-G-4,6000001352,9697520972,Gas,FixSecure 12,Fixed 12M,2025-08-29,2026-08-24,4,19,False,Broker,Active
6000006944-G-2,6000006944,6284130223,Gas,DualSaver 18,Fixed 24M,2026-03-27,2028-03-16,2,589,True,Renewal Auto,Active
6000010862-G-2,6000010862,5127424306,Gas,DualSaver 18,Fixed 24M,2025-09-14,2027-09-04,2,395,True,Web,Active
6000022984-G-2,6000022984,4878249837,Gas,GreenFix 12,Fixed 12M,2026-01-08,2027-01-03,2,151,False,Web,Active
6000007269-G-4,6000007269,8798413824,Gas,EcoVariable,Fixed 12M,2025-11-17,2026-11-12,4,99,True,Telesales,Active
6000016785-G-1,6000016785,5760732923,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Ended
6000004825-G-1,6000004825,3132359192,Gas,GreenFix 12,Fixed 24M,2025-04-08,2027-03-29,1,236,False,Price Comparison Site,Active
6000022950-G-1,6000022950,728082281,Gas,StandardVariable,Fixed 24M,2024-10-22,2026-10-12,1,68,True,In-Store,Active
6000001955-G-2,6000001955,9291825340,Gas,FixSecure 24,Fixed 24M,2026-05-29,2028-05-18,2,652,True,Web,Active
6000000321-G-1,6000000321,9018477829,Gas,PriceCapTracker,Fixed 12M,2026-01-21,2027-01-16,1,164,False,Broker,Ended
6000023712-G-1,6000023712,8547137532,Gas,StandardVariable,Fixed 24M,2026-02-04,2028-01-25,1,538,False,Web,Active
6000018376-G-1,6000018376,9479294227,Gas,FixSecure 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000006300-G-1,6000006300,9517644374,Gas,PriceCapTracker,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Renewal Auto,Active
6000015993-G-1,6000015993,9446604315,Gas,FixSecure 24,Fixed 12M,2025-12-10,2026-12-05,1,122,True,Web,Active
6000023501-G-2,6000023501,2893725794,Gas,FixSecure 24,Fixed 12M,2025-09-10,2026-09-05,2,31,True,Renewal Auto,Active
6000004378-G-4,6000004378,5537775565,Gas,FixSecure 24,Fixed 12M,2026-08-04,2027-07-30,4,359,False,Telesales,Active
6000006672-G-3,6000006672,6994754376,Gas,DualSaver 18,Fixed 12M,2026-06-18,2027-06-13,3,312,True,Web,Active
6000017706-G-1,6000017706,6792677260,Gas,PriceCapTracker,Fixed 24M,2026-04-19,2028-04-08,1,612,False,Web,Active
6000006245-G-1,6000006245,5884637768,Gas,FixSecure 12,Fixed 12M,2026-03-15,2027-03-10,1,217,False,Renewal Auto,Active
6000003286-G-1,6000003286,6657631411,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000006448-G-4,6000006448,7716842047,Gas,DualSaver 18,Fixed 12M,2025-12-06,2026-12-01,4,118,False,Telesales,Ended
6000023573-G-1,6000023573,7746141421,Gas,GreenFix 12,Fixed 24M,2024-12-12,2026-12-02,1,119,True,Telesales,Active
6000015788-G-1,6000015788,6052566328,Gas,StandardVariable,Fixed 12M,2025-09-17,2026-09-12,1,38,False,Price Comparison Site,Active
6000006729-G-2,6000006729,9132599462,Gas,GreenFix 12,Fixed 24M,2025-06-30,2027-06-20,2,319,False,Web,Active
6000020114-G-1,6000020114,3903273480,Gas,FixSecure 12,Fixed 12M,2025-11-28,2026-11-23,1,110,True,Price Comparison Site,Active
6000023493-G-3,6000023493,9114038408,Gas,PriceCapTracker,Fixed 12M,2026-04-06,2027-04-01,3,239,False,Broker,Active
6000012959-G-1,6000012959,4361516904,Gas,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000000707-G-1,6000000707,829460577,Gas,GreenFix 12,Fixed 12M,2025-12-17,2026-12-12,1,129,False,In-Store,Ended
6000004063-G-1,6000004063,5104960902,Gas,StandardVariable,Fixed 12M,2026-05-01,2027-04-26,1,264,False,In-Store,Active
6000012496-G-1,6000012496,3891841699,Gas,GreenFix 12,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000022767-G-2,6000022767,974009186,Gas,StandardVariable,Fixed 12M,2025-11-26,2026-11-21,2,108,True,Web,Active
6000023764-G-1,6000023764,2641323481,Gas,GreenFix 12,Fixed 12M,2025-10-24,2026-10-19,1,75,True,In-Store,Active
6000000495-G-2,6000000495,9440054272,Gas,StandardVariable,Fixed 12M,2026-02-20,2027-02-15,2,194,False,Price Comparison Site,Active
6000012400-G-3,6000012400,7282145038,Gas,PriceCapTracker,Fixed 12M,2026-06-03,2027-05-29,3,297,True,Web,Ended
6000007929-G-2,6000007929,2885966842,Gas,GreenFix 12,Fixed 12M,2026-03-10,2027-03-05,2,212,True,Telesales,Active
6000017668-G-2,6000017668,6816737110,Gas,GreenFix 12,Fixed 24M,2025-02-16,2027-02-06,2,185,False,Web,Active
6000002234-G-4,6000002234,2284452476,Gas,DualSaver 18,Fixed 12M,2026-02-13,2027-02-08,4,187,False,Price Comparison Site,Ended
6000008650-G-2,6000008650,7075629116,Gas,PriceCapTracker,Fixed 24M,2026-03-21,2028-03-10,2,583,False,Web,Active
6000024830-G-2,6000024830,1852314586,Gas,GreenFix 12,Fixed 24M,2025-08-05,2027-07-26,2,355,False,Telesales,Ended
6000003038-G-3,6000003038,7460487844,Gas,EcoVariable,Fixed 12M,2026-04-23,2027-04-18,3,256,False,Price Comparison Site,Active
6000002667-G-4,6000002667,7256629779,Gas,DualSaver 18,Fixed 12M,2025-12-05,2026-11-30,4,117,True,Web,Active
6000008265-G-1,6000008265,1270391125,Gas,StandardVariable,Fixed 12M,2026-01-30,2027-01-25,1,173,False,Telesales,Active
6000023989-G-2,6000023989,7888988372,Gas,GreenFix 12,Fixed 12M,2025-10-27,2026-10-22,2,78,False,Renewal Auto,Active
6000007221-G-1,6000007221,1775588631,Gas,FixSecure 24,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Broker,Active
6000006396-G-1,6000006396,3688062250,Gas,StandardVariable,Fixed 24M,2026-01-09,2027-12-30,1,512,True,Web,Active
6000007806-G-1,6000007806,3278992061,Gas,PriceCapTracker,Fixed 24M,2025-09-10,2027-08-31,1,391,True,Renewal Auto,Ended
6000005536-G-3,6000005536,8773909204,Gas,GreenFix 12,Fixed 12M,2026-04-18,2027-04-13,3,251,False,Telesales,Ended
6000018413-G-4,6000018413,4297530436,Gas,PriceCapTracker,Fixed 12M,2025-10-16,2026-10-11,4,67,True,Web,Ended
6000020615-G-1,6000020615,5105333764,Gas,FixSecure 12,Fixed 24M,2025-12-19,2027-12-09,1,491,True,Price Comparison Site,Active
6000022562-G-1,6000022562,8138222385,Gas,PriceCapTracker,Fixed 24M,2025-03-01,2027-02-19,1,198,True,Web,Ended
6000000693-G-4,6000000693,2540796146,Gas,GreenFix 12,Fixed 12M,2026-01-20,2027-01-15,4,163,True,Renewal Auto,Active
6000009516-G-4,6000009516,7668508776,Gas,PriceCapTracker,Fixed 12M,2026-03-14,2027-03-09,4,216,False,Renewal Auto,Active
6000024634-G-2,6000024634,2561986399,Gas,FixSecure 12,Fixed 24M,2025-05-16,2027-05-06,2,274,True,Broker,Active
6000009631-G-1,6000009631,8198630944,Gas,EcoVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Ended
6000011924-G-1,6000011924,3774256323,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Web,Active
6000019510-G-4,6000019510,9644291067,Gas,FixSecure 12,Fixed 12M,2026-02-26,2027-02-21,4,200,False,In-Store,Active
6000011393-G-1,6000011393,8877629195,Gas,PriceCapTracker,Fixed 24M,2025-09-23,2027-09-13,1,404,False,Renewal Auto,Active
6000004022-G-1,6000004022,7367038567,Gas,PriceCapTracker,Fixed 24M,2025-02-02,2027-01-23,1,171,True,Broker,Active
6000003455-G-1,6000003455,2357562483,Gas,StandardVariable,Standard Variable,2026-08-05,9999-12-31,1,99999,False,Price Comparison Site,Active
6000009983-G-1,6000009983,8757935945,Gas,EcoVariable,Fixed 12M,2026-04-02,2027-03-28,1,235,False,Renewal Auto,Ended
6000023982-G-2,6000023982,3329239810,Gas,GreenFix 12,Fixed 24M,2026-01-22,2028-01-12,2,525,True,Web,Active
6000023212-G-3,6000023212,8600780820,Gas,FixSecure 12,Fixed 12M,2025-10-04,2026-09-29,3,55,False,Broker,Active
6000007237-G-4,6000007237,2815116253,Gas,FixSecure 24,Fixed 12M,2026-05-10,2027-05-05,4,273,False,Web,Active
6000019588-G-4,6000019588,8045933066,Gas,GreenFix 12,Fixed 12M,2026-05-14,2027-05-09,4,277,False,Broker,Active
6000021875-G-1,6000021875,70263148,Gas,PriceCapTracker,Fixed 12M,2026-01-07,2027-01-02,1,150,True,In-Store,Ended
6000018539-G-2,6000018539,970879376,Gas,StandardVariable,Fixed 12M,2026-07-03,2027-06-28,2,327,True,Telesales,Ended
6000020658-G-1,6000020658,264154969,Gas,StandardVariable,Fixed 12M,2025-11-09,2026-11-04,1,91,False,Web,Active
6000000065-G-3,6000000065,3128330385,Gas,StandardVariable,Fixed 12M,2026-07-10,2027-07-05,3,334,True,Web,Active
6000015915-G-3,6000015915,5196569456,Gas,PriceCapTracker,Fixed 12M,2025-12-12,2026-12-07,3,124,True,Price Comparison Site,Active
6000007725-G-1,6000007725,7950158516,Gas,DualSaver 18,Fixed 12M,2025-09-16,2026-09-11,1,37,True,Web,Ended
6000013735-G-1,6000013735,7619812090,Gas,FixSecure 24,Fixed 24M,2025-01-27,2027-01-17,1,165,False,Web,Active
6000000162-G-1,6000000162,9444667199,Gas,PriceCapTracker,Fixed 24M,2026-07-06,2028-06-25,1,690,True,Price Comparison Site,Ended
6000019486-G-1,6000019486,6145217335,Gas,PriceCapTracker,Fixed 24M,2024-10-03,2026-09-23,1,49,False,Renewal Auto,Active
6000021700-G-1,6000021700,7060989027,Gas,FixSecure 24,Fixed 24M,2026-02-19,2028-02-09,1,553,True,Telesales,Active
6000019558-G-3,6000019558,9108428171,Gas,FixSecure 24,Fixed 12M,2026-04-05,2027-03-31,3,238,True,Broker,Active
6000001005-G-1,6000001005,4493505986,Gas,PriceCapTracker,Fixed 12M,2025-11-09,2026-11-04,1,91,True,Telesales,Active
6000009889-G-2,6000009889,6877707702,Gas,DualSaver 18,Fixed 24M,2025-02-18,2027-02-08,2,187,False,Telesales,Ended
6000017680-G-3,6000017680,9438732992,Gas,StandardVariable,Fixed 12M,2026-01-30,2027-01-25,3,173,False,Web,Active
6000021918-G-2,6000021918,3408375461,Gas,FixSecure 12,Fixed 24M,2025-06-17,2027-06-07,2,306,True,Web,Active
6000020428-G-1,6000020428,3943767366,Gas,StandardVariable,Fixed 24M,2025-12-16,2027-12-06,1,488,True,Web,Active
6000001430-G-2,6000001430,3932176365,Gas,FixSecure 12,Fixed 12M,2026-06-28,2027-06-23,2,322,True,Broker,Active
6000011398-G-2,6000011398,8907390236,Gas,EcoVariable,Fixed 12M,2025-08-12,2026-08-07,2,2,True,Web,Active
6000019300-G-1,6000019300,8953357338,Gas,FixSecure 12,Fixed 24M,2026-04-08,2028-03-28,1,601,True,Price Comparison Site,Ended
6000022514-G-2,6000022514,1592492245,Gas,FixSecure 12,Fixed 24M,2025-11-10,2027-10-31,2,452,True,Price Comparison Site,Ended
6000016320-G-2,6000016320,4320806373,Gas,EcoVariable,Fixed 12M,2025-09-22,2026-09-17,2,43,True,Renewal Auto,Active
6000015455-G-1,6000015455,2089864784,Gas,FixSecure 24,Fixed 12M,2025-09-08,2026-09-03,1,29,True,Web,Active
6000023044-G-3,6000023044,3604172366,Gas,GreenFix 12,Fixed 12M,2026-06-12,2027-06-07,3,306,False,In-Store,Active
6000011950-G-3,6000011950,3323732421,Gas,GreenFix 12,Fixed 12M,2026-06-17,2027-06-12,3,311,True,Web,Ended
6000013637-G-2,6000013637,4360653135,Gas,DualSaver 18,Fixed 12M,2026-05-24,2027-05-19,2,287,True,Web,Active
6000018215-G-2,6000018215,1548236365,Gas,GreenFix 12,Fixed 12M,2025-11-23,2026-11-18,2,105,True,Price Comparison Site,Ended
6000000866-G-3,6000000866,4760574447,Gas,StandardVariable,Fixed 12M,2026-07-21,2027-07-16,3,345,False,Web,Active
